name,HA_segID,Subtype,original_clade,Clade_group,Domestic_Status,zoonotic_case,date
H5N1|A/chicken/Nigeria/095_22VIR3286-60/2022|EPI2506268|2022-01-26,EPI2506268,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2022.1.26
H5N1|A/chicken/Nigeria/648_22VIR3286-5/2021|EPI2506346|2021-10-26,EPI2506346,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2021.10.26
H5N1|A/chicken/Nigeria/709_22VIR3286-15/2021|EPI2506394|2021-12-06,EPI2506394,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2021.12.6
H5N1|A/chicken/Nigeria/717_22VIR3286-19/2021|EPI2506410|2021-12-16,EPI2506410,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2021.12.16
H5N1|A/chicken/Nigeria/VRD-21-338_21VIR7423-29/2021|EPI2506474|2021-06-30,EPI2506474,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2021.6.30
H5N1|A/chicken/England/029912/2023|EPI2509875|2023-02-20,EPI2509875,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2023.2.20
H5N1|A/harbour_porpoise/England/040497/2023|EPI2509883|2023-02-06,EPI2509883,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Marine,zoonotic,2023.2.6
H5N1|A/common_dolphin/England/040499/2023|EPI2509899|2023-02-20,EPI2509899,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Marine,zoonotic,2023.2.20
H5N1|A/harbour_seal/Scotland/054948/2022|EPI2509907|2022-06-19,EPI2509907,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Marine,zoonotic,2022.6.19
H5N1|A/Black_Bear/QC/FAV-0935/2022|EPI2512515|2022-06-24,EPI2512515,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2022.6.24
H5N1|A/American_Crow/PEI/FAV-0019-3/2022|EPI2513064|2022-12-28,EPI2513064,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2022.12.28
H5N1|A/Red_Fox/NL/FAV-0075/2023|EPI2513407|2023-01-31,EPI2513407,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2023.1.31
H5N1|A/American_crow/PEI/FAV-0019-01/2022|EPI2513415|2022-12-26,EPI2513415,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2022.12.26
H5N1|A/Black-headed_gull/Netherlands/36/2023|EPI2530103|2023-04-07,EPI2530103,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2023.4.7
H5N1|A/chicken/Wales/057026/2023|EPI2536742|2023-04-12,EPI2536742,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2023.4.12
H5N1|A/Vulpes_vulpes/Belgium/01295_0002/2023|EPI2540297|2023-02-10,EPI2540297,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2023.2.10
H5N1|A/Vulpes_vulpes/Belgium/02359_0002/2023|EPI2540306|2023-03-14,EPI2540306,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2023.3.14
H5N1|A/mandarin_duck/Korea/H519/2021|EPI2540376|2021-11-05,EPI2540376,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2021.11.5
H5N1|A/chicken/Korea/H384/2022|EPI2540776|2022-04-07,EPI2540776,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2022.4.7
H5N1|A/teal/Germany/Wv632/2005|EPI254685|2005-11-25,EPI254685,H5N1,EA-nonGsGD,EA-nonGsGD,Wild,nonGsGd,2005.11.25
H5N1|A/LutraLutra/England/4197OP/2022|EPI2550036|2022-01-24,EPI2550036,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Human,zoonotic,2022.1.24
H5N1|A/chicken/Hokkaido/HU-B102/2023|EPI2550117|2023-03-27,EPI2550117,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2023.3.27
H5N1|A/chicken/Hokkaido/HU-B202/2023|EPI2550125|2023-04-02,EPI2550125,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2023.4.2
H5N1|A/chicken/Niger/12-23_23VIR3551-8/2023|EPI2550307|2023-01-12,EPI2550307,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2023.1.12
H5N1|A/Egypt/N01644/2010|EPI255365|2010-02-07,EPI255365,H5N1,2002.2.1,2.2,Human,zoonotic,2010.2.7
H5N1|A/Egypt/N02554/2010|EPI255373|2010-02-23,EPI255373,H5N1,2002.2.1,2.2,Human,zoonotic,2010.2.23
H5N1|A/rural_goose/Italy/22VIR11820-5/2022|EPI2560047|2022-11-23,EPI2560047,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2022.11.23
H5N1|A/seagull/Spain/298-46_23VIR1687-21/2023|EPI2560151|2023-01-20,EPI2560151,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2023.1.20
H5N1|A/Ezo_red_fox/Hokkaido/2/2023|EPI2584339|2023-04-12,EPI2584339,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2023.4.12
H5N1|A/Vulpes_Vulpes/Belgium/03703_0003/2023|EPI2585283|2023-04-14,EPI2585283,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2023.4.14
H5N1|A/Vulpes_Vulpes/Belgium/03703_0007/2023|EPI2585292|2023-04-14,EPI2585292,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2023.4.14
H5N1|A/Vulpes_Vulpes/Belgium/04016_0001/2023|EPI2585308|2023-04-24,EPI2585308,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2023.4.24
H5N1|A/Vulpes_Vulpes/Belgium/04018_0005/2023|EPI2585317|2023-04-24,EPI2585317,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2023.4.24
H5N1|A/lion/Peru/AIS0554/2023|EPI2597244|2023-02-08,EPI2597244,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2023.2.8
H5N6|A/Muscovy_duck/Vietnam/HN6884/2021|EPI2600070|2021-01-29,EPI2600070,H5N6,2.3.4.4h,H5N6_2.3.4.4x,Domestic,non-zoonotic,2021.1.29
H5N1|A/cat/Nebraska/23-010184-001/2023|EPI2603671|2023-03-30,EPI2603671,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2023.3.30
H5N1|A/cat/Nebraska/23-001172-001/2023|EPI2603676|2023-01-10,EPI2603676,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2023.1.10
H5N2|A/chicken/South_Africa/69103/2022|EPI2605228|2022-11-29,EPI2605228,H5N2,2.3.4.4b,H5N2_2.3.4.4x,Domestic,non-zoonotic,2022.11.29
H5N1|A/Red_fox/Germany/51023-60/2023|EPI2608564|2023-01-09,EPI2608564,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2023.1.9
H5N1|A/Red_fox/Germany/51023-113/2023|EPI2608595|2023-01-31,EPI2608595,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2023.1.31
H5N1|A/Red_fox/Germany/51023-124/2023|EPI2608619|2023-02-09,EPI2608619,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2023.2.9
H5N1|A/Red_fox/Germany/51023-261/2023|EPI2608636|2023-03-29,EPI2608636,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2023.3.29
H5N1|A/brown_pelican/Florida/23-004148-001/2023|EPI2613542|2023-02-01,EPI2613542,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2023.2.1
H5N1|A/great_horned_owl/Montana/23-004958-001/2023|EPI2613590|2023-02-08,EPI2613590,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2023.2.8
H5N1|A/great_horned_owl/New_York/23-005127-001/2023|EPI2613606|2023-02-10,EPI2613606,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2023.2.10
H5N1|A/great_horned_owl/Colorado/23-007956-001/2023|EPI2613958|2023-03-07,EPI2613958,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2023.3.7
H5N1|A/red-tailed_hawk/Nevada/23-011168-002/2023|EPI2614182|2023-03-23,EPI2614182,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2023.3.23
H5N1|A/bald_eagle/Pennsylvania/23-015074-001/2023|EPI2614534|2023-03-13,EPI2614534,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2023.3.13
H5N2|A/mallard/Poland/P077w1/2018|EPI2618259|2018-09-12,EPI2618259,H5N2,EA-nonGsGD,EA-nonGsGD,Wild,nonGsGd,2018.9.12
H5N2|A/aquatic_bird/Korea/w120/2006|EPI262515|2006-11-01,EPI262515,H5N2,EA-nonGsGD,EA-nonGsGD,Wild,nonGsGd,2006.11.1
H5N2|A/aquatic_bird/Korea/w202/2007|EPI262526|2007-11-01,EPI262526,H5N2,EA-nonGsGD,EA-nonGsGD,Wild,nonGsGd,2007.11.1
H5N2|A/aquatic_bird/Korea/w204/2007|EPI262527|2007-11-01,EPI262527,H5N2,EA-nonGsGD,EA-nonGsGD,Wild,nonGsGd,2007.11.1
H5N2|A/aquatic_bird/Korea/w229/2007|EPI262537|2007-11-01,EPI262537,H5N2,EA-nonGsGD,EA-nonGsGD,Wild,nonGsGd,2007.11.1
H5N2|A/aquatic_bird/Korea/w231/2007|EPI262539|2007-11-01,EPI262539,H5N2,EA-nonGsGD,EA-nonGsGD,Wild,nonGsGd,2007.11.1
H5N2|A/aquatic_bird/Korea/w236/2007|EPI262542|2007-11-01,EPI262542,H5N2,EA-nonGsGD,EA-nonGsGD,Wild,nonGsGd,2007.11.1
H5N2|A/aquatic_bird/Korea/w351/2008|EPI262546|2008-11-01,EPI262546,H5N2,EA-nonGsGD,EA-nonGsGD,Wild,nonGsGd,2008.11.1
H5N6|A/Jiangxi/16791/2022|EPI2632313|2022-02-27,EPI2632313,H5N6,2.3.4.4b,H5N6_2.3.4.4b,Human,zoonotic,2022.2.27
H5N1|A/Arctic_tern/Iceland/2023AI04250/2022|EPI2635205|2022-07-03,EPI2635205,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2022.7.3
H5N1|A/large-billed_crow/Hokkaido/B053/2023|EPI2639282|2023-04-18,EPI2639282,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2023.4.18
H5N1|A/arctic-fox/Finland/504_23VIR6803-7/2023|EPI2641479|2023-07-10,EPI2641479,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2023.7.10
H5N1|A/domestic_cat/Poland/H314-W3/2023|EPI2649361|2023-07-06,EPI2649361,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2023.7.6
H5N1|A/Eurasian_Eagle-Owl/Netherlands/23009501-002/2023|EPI2660630|2023-05-29,EPI2660630,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2023.5.29
H5N6|A/canine/China/GX30/2023|EPI2676672|2023-04-01,EPI2676672,H5N6,2.3.4.4b,H5N6_2.3.4.4b,Mammals,zoonotic,2023.4.1
H5N1|A/Vietnam/HN31388M1/2007|EPI270236|2007-12-14,EPI270236,H5N1,2.3.4.3,2002.3.4,Human,zoonotic,2007.12.14
H5N1|A/England/232780677/2023|EPI2718820|2023-07-07,EPI2718820,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Human,zoonotic,2023.7.7
H5N1|A/red_fox/Northern_Ireland/22185/2023|EPI2730909|2023-07-26,EPI2730909,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2023.7.26
H5N6|A/chicken/Laos/M-C02704/2022|EPI2733474|2022-07-13,EPI2733474,H5N6,2.3.4.4b,H5N6_2.3.4.4b,Domestic,non-zoonotic,2022.7.13
H5N1|A/chicken/Laos/M-FA00588/2022|EPI2733738|2022-04-26,EPI2733738,H5N1,2.3.2.1e,2.3.2.1,Domestic,non-zoonotic,2022.4.26
H5N1|A/white-fronted_goose/Korea/22WC099/2022|EPI2742643|2022-11-24,EPI2742643,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2022.11.24
H5N1|A/white-fronted_goose/Korea/22WC522/2023|EPI2743243|2023-02-13,EPI2743243,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2023.2.13
H5N1|A/Eurasian_eagle_owl/Korea/22WC590/2023|EPI2743275|2023-03-04,EPI2743275,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2023.3.4
H5N1|A/black-headed_gull/Denmark/06169-1_01/2023-07-30|EPI2745876|2023-07-30,EPI2745876,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2023.7.30
H5N1|A/chicken/Hokkaido/22A7T/2022|EPI2751348|2022-10-28,EPI2751348,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2022.10.28
H5N1|A/chicken/Hokkaido/22B9T/2022|EPI2751380|2022-11-07,EPI2751380,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2022.11.7
H5N1|A/chicken/Ibaraki/22F4T/2023|EPI2751540|2023-02-10,EPI2751540,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2023.2.10
H5N1|A/chicken/Niigata/22C3T/2023|EPI2751915|2023-01-13,EPI2751915,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2023.1.13
H5N1|A/Thailand/WRAIR1724H/2004|EPI275670|2004-01-01,EPI275670,H5N1,1,others,Human,zoonotic,2004.1.1
H5N1|A/backyard_chicken/Uruguay/UDELAR-144-M3/2023|EPI2758928|2023-05-03,EPI2758928,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2023.5.3
H5N1|A/harbor_seal/Washington/23-026504-002/2023|EPI2759139|2023-08-29,EPI2759139,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Marine,zoonotic,2023.8.29
H5N1|A/arctic-fox/Finland/HVVI_492_23_23VIR6803-2/2023|EPI2760270|2023-07-06,EPI2760270,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2023.7.6
H5N1|A/black-headed_gull/Finland/8107_23VIR7026-7/2023|EPI2760366|2023-07-20,EPI2760366,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2023.7.20
H5N1|A/Razorbill/Scotland/098652/2023|EPI2760716|2023-07-21,EPI2760716,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2023.7.21
H5N1|A/Vulpes_vulpes/Belgium/04757_0004/2023|EPI2764342|2023-05-17,EPI2764342,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2023.5.17
H5N1|A/Chroicocephalus_ridibundus/Belgium/04872_0003/2023|EPI2764350|2023-05-23,EPI2764350,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2023.5.23
H5N1|A/grey_heron/Croatia/132-b/2021|EPI2766638|2021-12-08,EPI2766638,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2021.12.8
H5N1|A/Cambodia/NIPH-NPH230776/2023|EPI2767328|2023-10-06,EPI2767328,H5N1,2.3.2.1e,2.3.2.1,Human,zoonotic,2023.10.6
H5N1|A/Cambodia/2310209/2023|EPI2767582|2023-10-07,EPI2767582,H5N1,2.3.2.1e,2.3.2.1,Human,zoonotic,2023.10.7
H5N1|A/mallard_duck/Bangladesh/CEIRS-55969/2023|EPI2776543|2023-02-21,EPI2776543,H5N1,2.3.2.1a,2.3.2.1,Wild,non-zoonotic,2023.2.21
H5N1|A/mallard_duck/Bangladesh/CEIRS-55919/2023|EPI2776559|2023-02-21,EPI2776559,H5N1,2.3.2.1a,2.3.2.1,Wild,non-zoonotic,2023.2.21
H5N1|A/chicken/Germany-BY/2023AI04818-AK5023/2023|EPI2778891|2023-05-22,EPI2778891,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2023.5.22
H5N1|A/feline/South_Korea/SNU-01/2023|EPI2780151|2023-07-04,EPI2780151,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2023.7.4
H5N6|A/Chicken/Changsha/C23055011/2023|EPI2781611|2023-01-10,EPI2781611,H5N6,2.3.4.4b,H5N6_2.3.4.4b,Domestic,non-zoonotic,2023.1.10
H5N1|A/Red_fox/Norway/2022-07-1768-2T/2022|EPI2782179|2022-07-26,EPI2782179,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2022.7.26
H5N8|A/chicken/Lithuania/4518_21VIR3369-2/2021|EPI2782336|2021-04-24,EPI2782336,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Domestic,non-zoonotic,2021.4.24
H5N8|A/chicken/Lithuania/4762_21VIR3369-5/2021|EPI2782360|2021-04-28,EPI2782360,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Domestic,non-zoonotic,2021.4.28
H5N1|A/Whooper_swan/Germany-BB/2023AI00631-AK5025/2023|EPI2782600|2023-01-19,EPI2782600,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2023.1.19
H5N3|A/turkey/Germany-NI/2021AI08800-AK4843-AK4864/2021|EPI2782815|2021-12-18,EPI2782815,H5N3,EA-nonGsGD,EA-nonGsGD,Domestic,nonGsGd,2021.12.18
H5N2|A/greylag_goose/Germany-HE/2018AR230-AK3822/2018|EPI2782817|2018-04-17,EPI2782817,H5N2,EA-nonGsGD,EA-nonGsGD,Wild,nonGsGd,2018.4.17
H5N1|A/hooded_crane/Kagoshima/KU-147/2022__H5N1_|EPI2789174|2022-11-29,EPI2789174,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2022.11.29
H5N5|A/Common_eider/Iceland/2023AI08561/2023|EPI2791005|2023-09-25,EPI2791005,H5N5,2.3.4.4b,others,Wild,non-zoonotic,2023.9.25
H5N1|A/fox/Latvia/34393_23VIR8835-1/2023|EPI2794121|2023-05-25,EPI2794121,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2023.5.25
H5N1|A/fox/Latvia/44677_23VIR8835-2/2023|EPI2794128|2023-07-07,EPI2794128,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2023.7.7
H5N1|A/Zhejiang/1/2006|EPI279949|2006-02-10,EPI279949,H5N1,2002.3.4,2002.3.4,Human,zoonotic,2006.2.10
H5N1|A/Chicken/Netherlands/23024352-011015/2023|EPI2800242|2023-11-15,EPI2800242,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2023.11.15
H5N1|A/Guangdong/2/2006|EPI280025|2006-06-03,EPI280025,H5N1,2002.3.4,2002.3.4,Human,zoonotic,2006.6.3
H5N1|A/Anhui/1/2006|EPI280032|2006-12-10,EPI280032,H5N1,2002.3.4,2002.3.4,Human,zoonotic,2006.12.10
H5N1|A/Cambodia/KSH230332/2023|EPI2804247|2023-11-23,EPI2804247,H5N1,2.3.2.1e,2.3.2.1,Human,zoonotic,2023.11.23
H5N1|A/Cambodia/2311257/2023|EPI2804262|2023-11-24,EPI2804262,H5N1,2.3.2.1e,2.3.2.1,Human,zoonotic,2023.11.24
H5N1|A/chicken/Laos/C1786/2023|EPI2807962|2023-05-16,EPI2807962,H5N1,2.3.2.1e,2.3.2.1,Domestic,non-zoonotic,2023.5.16
H5N1|A_red_fox_Denmark_08303-1_01_2023-04-29|EPI2816120|2023-04-29,EPI2816120,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2023.4.29
H5N1|A/chicken/Italy/23VIR10336-32/2023|EPI2820741|2023-11-16,EPI2820741,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2023.11.16
H5N1|A/mink/Finland/3076/2023|EPI2837104|2023-09-20,EPI2837104,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2023.9.20
H5N1|A/chicken/Cambodia/LC1AL/2007|EPI283980|2007-09-04,EPI283980,H5N1,1.1,others,Domestic,non-zoonotic,2007.9.4
H5N1|A/Anas_platyrhynchos/Belgium/12522_0002/2022|EPI2842819|2022-10-05,EPI2842819,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2022.10.5
H5N1|A/chicken/Vietnam/NCVD-117/2008|EPI284449|2008-12-01,EPI284449,H5N1,2001.1.1,others,Domestic,non-zoonotic,2008.12.1
H5N1|A/chicken/Vietnam/NCVD-282/2009|EPI284455|2009-02-01,EPI284455,H5N1,2.3.4.2,2002.3.4,Domestic,non-zoonotic,2009.2.1
H5N1|A/chicken/Vietnam/NCVD-394/2010|EPI284462|2010-02-01,EPI284462,H5N1,2.3.4.2,2002.3.4,Domestic,non-zoonotic,2010.2.1
H5N1|A/chicken/Vietnam/NCVD-398/2010|EPI284468|2010-03-01,EPI284468,H5N1,2.3.2.1a,2.3.2.1,Domestic,non-zoonotic,2010.3.1
H5N1|A/chicken/Vietnam/NCVD-081/2008|EPI284478|2008-05-01,EPI284478,H5N1,2.3.4.2,2002.3.4,Domestic,non-zoonotic,2008.5.1
H5N1|A/chicken/Vietnam/NCVD-083/2008|EPI284479|2008-05-01,EPI284479,H5N1,2.3.4.2,2002.3.4,Domestic,non-zoonotic,2008.5.1
H5N1|A/chicken/Vietnam/NCVD-084/2008|EPI284480|2008-05-01,EPI284480,H5N1,2.3.4.3,2002.3.4,Domestic,non-zoonotic,2008.5.1
H5N1|A/chicken/Vietnam/NCVD-086/2008|EPI284482|2008-05-01,EPI284482,H5N1,2.3.4.3,2002.3.4,Domestic,non-zoonotic,2008.5.1
H5N1|A/civet/Vietnam/NCVD-004/2008|EPI284591|2008-01-01,EPI284591,H5N1,2.3.4.3,2002.3.4,Human,zoonotic,2008.1.1
H5N1|A/American_Crow/BC/AIVPHL-921/2023|EPI2855933|2023-01-30,EPI2855933,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2023.1.30
H5N1|A/Dunlin/BC/AIVPHL-940/2023|EPI2856045|2023-02-06,EPI2856045,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2023.2.6
H5N1|A/Striped_Skunk/BC/AIVPHL-966/2023|EPI2856103|2023-02-28,EPI2856103,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2023.2.28
H5N1|A/Red_Tailed_Hawk/BC/AIVPHL-1009/2023|EPI2856413|2023-03-20,EPI2856413,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2023.3.20
H5N1|A/American_Crow/BC/AIVPHL-1469/2023|EPI2856582|2023-12-01,EPI2856582,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2023.12.1
H5N1|A/Raven/BC/AIVPHL-1062/2023|EPI2856583|2023-04-12,EPI2856583,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2023.4.12
H5N1|A/Striped_Skunk/BC/AIVPHL-1080/2023|EPI2856601|2023-04-20,EPI2856601,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2023.4.20
H5N1|A/Red_Fox/BC/AIVPHL-1286/2023|EPI2856923|2023-08-22,EPI2856923,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2023.8.22
H5N1|A/chicken/OHiggins/242581-2/2023|EPI2868174|2023-03-16,EPI2868174,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2023.3.16
H5N1|A/chicken/Iowa/23-032138-001/2023|EPI2870162|2023-10-22,EPI2870162,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2023.10.22
H5N1|A/chicken/Minnesota/23-032247-001/2023|EPI2870250|2023-10-20,EPI2870250,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2023.10.20
H5N1|A/turkey/South_Dakota/23-032362-002/2023|EPI2870314|2023-10-24,EPI2870314,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2023.10.24
H5N1|A/Chicken/Argentina/2305-6/2023|EPI2872917|2023-05-18,EPI2872917,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2023.5.18
H5N1|A/Chicken/Argentina/2796-2/2023|EPI2872933|2023-06-13,EPI2872933,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2023.6.13
H5N1|A/Chicken/Argentina/3657-2/2023|EPI2872949|2023-07-26,EPI2872949,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2023.7.26
H5N1|A/turkey/Minnesota/23-033106-001/2023|EPI2873471|2023-10-27,EPI2873471,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2023.10.27
H5N1|A/chicken/Egypt/1553-1/2010|EPI287349|2010-02-01,EPI287349,H5N1,2002.2.1,2.2,Domestic,non-zoonotic,2010.2.1
H5N1|A/chicken/West_Bengal/81760/2008|EPI287579|2008-01-19,EPI287579,H5N1,2.2,2.2,Domestic,non-zoonotic,2008.1.19
H5N1|A/chicken/West_Bengal/148713/2009|EPI287631|2009-01-01,EPI287631,H5N1,2002.2.2,2.2,Domestic,non-zoonotic,2009.1.1
H5N1|A/chicken/Kumamoto/21A8T/2021|EPI2885070|2021-12-03,EPI2885070,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2021.12.3
H5N1|A/chicken/New_Jersey/23-027703-001/2023|EPI2894959|2023-09-13,EPI2894959,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2023.9.13
H5N1|A/harbor_seal/Washington/23-026504-002/2023|EPI2894991|2023-08-29,EPI2894991,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Marine,zoonotic,2023.8.29
H5N1|A/Antarctic_Fur_Seal/Jason_Harbour/141037/2023|EPI2900060|2023-12-09,EPI2900060,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Marine,zoonotic,2023.12.9
H5N1|A/Southern_Elephant_Seal/Jason_Harbour/141027/2023|EPI2900132|2023-12-09,EPI2900132,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Marine,zoonotic,2023.12.9
H5N1|A/turkey/Valparaiso/245562-1/2023|EPI2913205|2023-03-29,EPI2913205,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2023.3.29
H5N1|A/white_mink/Finland/UH-357-E1/2023|EPI2917759|2023-10-17,EPI2917759,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2023.10.17
H5N1|A_Canada_goose_Denmark_07348-1_02_2022|EPI2930921|2022-09-12,EPI2930921,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2022.9.12
